frame,landmark_index,x,y,z,visibility
0,nose,0.5228055119514465,0.27038365602493286,-0.901258111000061,0.9997053742408752
0,left_eye_inner,0.5403821468353271,0.23086237907409668,-0.853056788444519,0.9993876218795776
0,left_eye,0.5504974126815796,0.22936493158340454,-0.8532354235649109,0.9993170499801636
0,left_eye_outer,0.558858335018158,0.22793787717819214,-0.853061318397522,0.9992141723632812
0,right_eye_inner,0.5033745169639587,0.23641838133335114,-0.8599635362625122,0.9995298385620117
0,right_eye,0.4910222887992859,0.23739534616470337,-0.8601704835891724,0.9995614886283875
0,right_eye_outer,0.48028403520584106,0.23939228057861328,-0.8607179522514343,0.9996007084846497
0,left_ear,0.5747519135475159,0.24372655153274536,-0.5308243632316589,0.9990541338920593
0,right_ear,0.4686419367790222,0.26051777601242065,-0.552400529384613,0.9996472597122192
0,mouth_left,0.5481964349746704,0.3095865845680237,-0.7781392931938171,0.999895453453064
0,mouth_right,0.5020856261253357,0.3127446174621582,-0.7845796942710876,0.9999390840530396
0,left_shoulder,0.664065420627594,0.4988560080528259,-0.3014833927154541,0.9996697902679443
0,right_shoulder,0.3858022093772888,0.4905704855918884,-0.3653864860534668,0.9996356964111328
0,left_elbow,0.7133218050003052,0.7856637239456177,-0.25158295035362244,0.9831855297088623
0,right_elbow,0.3399084806442261,0.7848091721534729,-0.37622004747390747,0.9964806437492371
0,left_wrist,0.5928679704666138,0.9579933881759644,-0.5927191376686096,0.8841142058372498
0,right_wrist,0.46252283453941345,0.9516761898994446,-0.7014678120613098,0.9201931953430176
0,left_pinky,0.5650731921195984,1.0124192237854004,-0.701720118522644,0.7175966501235962
0,right_pinky,0.5127130746841431,1.005442500114441,-0.7989097833633423,0.7397976517677307
0,left_index,0.5426564812660217,0.9807217121124268,-0.7314188480377197,0.7429234385490417
0,right_index,0.5301210284233093,0.9718029499053955,-0.8358566164970398,0.7818583250045776
0,left_thumb,0.547512948513031,0.9592931270599365,-0.6109679937362671,0.7496252059936523
0,right_thumb,0.5187429785728455,0.9545370936393738,-0.7169733047485352,0.7924954295158386
0,left_hip,0.6075502038002014,0.996957540512085,-0.0033560239244252443,0.9380152821540833
0,right_hip,0.44093260169029236,0.9982315897941589,0.004713624250143766,0.9334232807159424
0,left_knee,0.6111449003219604,1.3818484544754028,0.09045235812664032,0.20401528477668762
0,right_knee,0.4409209191799164,1.3851932287216187,0.19050233066082,0.06279689818620682
0,left_ankle,0.6081715226173401,1.6872751712799072,0.7777259349822998,0.013301100581884384
0,right_ankle,0.4505543112754822,1.6963708400726318,0.763777494430542,0.009381270036101341
0,left_heel,0.6130982637405396,1.735406756401062,0.8284853100776672,0.01815655268728733
0,right_heel,0.45009928941726685,1.749969482421875,0.8112320899963379,0.01988128386437893
0,left_foot_index,0.5866014361381531,1.8110567331314087,0.478266179561615,0.012119810096919537
0,right_foot_index,0.4733268618583679,1.8145090341567993,0.43043917417526245,0.02037290297448635
1,nose,0.5230261087417603,0.26930615305900574,-0.8133020401000977,0.9997196793556213
1,left_eye_inner,0.5404117107391357,0.23086050152778625,-0.7670080065727234,0.9994174242019653
1,left_eye,0.5504835247993469,0.22941872477531433,-0.7672265768051147,0.999344527721405
1,left_eye_outer,0.5588727593421936,0.22815799713134766,-0.7670823335647583,0.9992504715919495
1,right_eye_inner,0.5035441517829895,0.2352527230978012,-0.7721285820007324,0.9995532631874084
1,right_eye,0.49119243025779724,0.23610074818134308,-0.7723274827003479,0.9995811581611633
1,right_eye_outer,0.4803308844566345,0.23770716786384583,-0.7727779150009155,0.9996214509010315
1,left_ear,0.5747908353805542,0.24382004141807556,-0.4693126678466797,0.9990922212600708
1,right_ear,0.46861037611961365,0.25824686884880066,-0.4861062169075012,0.9996605515480042
1,mouth_left,0.5481306910514832,0.30956411361694336,-0.7010922431945801,0.9998995661735535
1,mouth_right,0.5022289156913757,0.3128095269203186,-0.7063465714454651,0.9999412894248962
1,left_shoulder,0.6640647053718567,0.49823683500289917,-0.2835237383842468,0.9996613264083862
1,right_shoulder,0.38605472445487976,0.4891752004623413,-0.2955748438835144,0.999629020690918
1,left_elbow,0.7115328907966614,0.7874162793159485,-0.24024510383605957,0.9835041165351868
1,right_elbow,0.3419607877731323,0.7884066700935364,-0.2725720703601837,0.995958685874939
1,left_wrist,0.5939311385154724,0.9590418338775635,-0.5425121784210205,0.8900460004806519
1,right_wrist,0.4684886038303375,0.9520155191421509,-0.5711217522621155,0.9184786677360535
1,left_pinky,0.5663676857948303,1.0124316215515137,-0.64650559425354,0.7315824627876282
1,right_pinky,0.5142666101455688,1.0055524110794067,-0.6629878878593445,0.744211733341217
1,left_index,0.5453987717628479,0.9817513823509216,-0.672333300113678,0.7554881572723389
1,right_index,0.5317296981811523,0.9717848896980286,-0.7006072402000427,0.7842410206794739
1,left_thumb,0.5491877794265747,0.9608794450759888,-0.5576083064079285,0.7610803246498108
1,right_thumb,0.5214352607727051,0.9545367956161499,-0.5866259932518005,0.792094886302948
1,left_hip,0.6081766486167908,0.9997915625572205,-0.019802410155534744,0.9341756701469421
1,right_hip,0.44188180565834045,1.0000433921813965,0.02104591391980648,0.9287357330322266
1,left_knee,0.6099684238433838,1.399176001548767,0.009472602047026157,0.19984300434589386
1,right_knee,0.43881386518478394,1.4054381847381592,0.16031023859977722,0.06865514069795609
1,left_ankle,0.6078349947929382,1.720693588256836,0.5763999819755554,0.013724932447075844
1,right_ankle,0.4479198455810547,1.7355884313583374,0.621340811252594,0.011277701705694199
1,left_heel,0.6122463941574097,1.7657095193862915,0.6141951680183411,0.017430489882826805
1,right_heel,0.4481058120727539,1.786682367324829,0.6583741307258606,0.02179812639951706
1,left_foot_index,0.5864785313606262,1.8516957759857178,0.2776513695716858,0.012039797380566597
1,right_foot_index,0.4688260555267334,1.855289101600647,0.2929643988609314,0.02246689982712269
2,nose,0.5234693884849548,0.2678767442703247,-0.7389573454856873,0.9997370839118958
2,left_eye_inner,0.5405287742614746,0.23015962541103363,-0.6961966156959534,0.9994544386863708
2,left_eye,0.5504828691482544,0.22905056178569794,-0.6963698863983154,0.9993835687637329
2,left_eye_outer,0.5589479207992554,0.2279616892337799,-0.6962109208106995,0.999297559261322
2,right_eye_inner,0.5040705800056458,0.2340419590473175,-0.7029487490653992,0.9995830059051514
2,right_eye,0.49163517355918884,0.2351386845111847,-0.7030871510505676,0.9996081590652466
2,right_eye_outer,0.4807402193546295,0.237018421292305,-0.7035351991653442,0.999646782875061
2,left_ear,0.5748706459999084,0.24381500482559204,-0.4137699604034424,0.9991474151611328
2,right_ear,0.4685421586036682,0.2582077383995056,-0.43977683782577515,0.9996820092201233
2,mouth_left,0.548181414604187,0.30922654271125793,-0.6318937540054321,0.9999049305915833
2,mouth_right,0.5027977824211121,0.3128068149089813,-0.6396974325180054,0.9999445080757141
2,left_shoulder,0.664323627948761,0.49808281660079956,-0.24370379745960236,0.9996674060821533
2,right_shoulder,0.38609057664871216,0.4886830449104309,-0.2686424255371094,0.9996388554573059
2,left_elbow,0.7112297415733337,0.7878033518791199,-0.19894185662269592,0.9837051033973694
2,right_elbow,0.34262973070144653,0.790605366230011,-0.26016145944595337,0.9953012466430664
2,left_wrist,0.5942798852920532,0.9590083360671997,-0.4913333058357239,0.896751344203949
2,right_wrist,0.46865910291671753,0.9521222710609436,-0.5620360374450684,0.9153130054473877
2,left_pinky,0.5668738484382629,1.01242196559906,-0.5913854241371155,0.7481701374053955
2,right_pinky,0.5131827592849731,1.0071715116500854,-0.6515918374061584,0.7477604150772095
2,left_index,0.5455314517021179,0.981571614742279,-0.6159980297088623,0.7705541253089905
2,right_index,0.5300337076187134,0.97284334897995,-0.6876457333564758,0.7861303091049194
2,left_thumb,0.5493191480636597,0.9609893560409546,-0.5052515268325806,0.7747713923454285
2,right_thumb,0.5205732583999634,0.954882025718689,-0.577168881893158,0.7919268012046814
2,left_hip,0.6086475253105164,1.0072904825210571,-0.019071683287620544,0.9254240393638611
2,right_hip,0.44450169801712036,1.007806420326233,0.02035927027463913,0.9190933704376221
2,left_knee,0.6089595556259155,1.4190199375152588,-0.007314729038625956,0.1869933307170868
2,right_knee,0.4337165355682373,1.4252113103866577,0.13408856093883514,0.06532617658376694
2,left_ankle,0.6075024604797363,1.7530933618545532,0.4845932126045227,0.013113465160131454
2,right_ankle,0.44347572326660156,1.7662519216537476,0.5399844646453857,0.011036726646125317
2,left_heel,0.6112359166145325,1.797112226486206,0.516158938407898,0.016322068870067596
2,right_heel,0.4431810975074768,1.8164112567901611,0.5723700523376465,0.021112672984600067
2,left_foot_index,0.5864571928977966,1.8859823942184448,0.19409367442131042,0.011364498175680637
2,right_foot_index,0.4648655354976654,1.8846677541732788,0.22079265117645264,0.0216367244720459
3,nose,0.523299515247345,0.2678634524345398,-0.6788133978843689,0.9997410178184509
3,left_eye_inner,0.540393054485321,0.2299647331237793,-0.6370657682418823,0.9994624853134155
3,left_eye,0.5504287481307983,0.2289850413799286,-0.6372790336608887,0.9993909001350403
3,left_eye_outer,0.5588446855545044,0.22796447575092316,-0.6371479034423828,0.9993094801902771
3,right_eye_inner,0.5039910078048706,0.2336650788784027,-0.6434012651443481,0.9995927810668945
3,right_eye,0.4916159212589264,0.2349821925163269,-0.6435648202896118,0.999617874622345
3,right_eye_outer,0.4806343913078308,0.2369522601366043,-0.6440492272377014,0.9996569156646729
3,left_ear,0.5749045014381409,0.24434082210063934,-0.3635185956954956,0.9991568922996521
3,right_ear,0.46841955184936523,0.25815489888191223,-0.38756734132766724,0.9996899366378784
3,mouth_left,0.547980010509491,0.31010207533836365,-0.5751737952232361,0.9999036192893982
3,mouth_right,0.5026296377182007,0.3137824237346649,-0.5822632908821106,0.999944269657135
3,left_shoulder,0.6643257141113281,0.4978494644165039,-0.20854511857032776,0.9996540546417236
3,right_shoulder,0.38607510924339294,0.4880818724632263,-0.22831685841083527,0.999640166759491
3,left_elbow,0.7112351655960083,0.7885268926620483,-0.1851588487625122,0.9831798076629639
3,right_elbow,0.342616468667984,0.790631890296936,-0.22682695090770721,0.9944105744361877
3,left_wrist,0.5964157581329346,0.9573984146118164,-0.4887332320213318,0.8996264338493347
3,right_wrist,0.4685928225517273,0.951641857624054,-0.5289506316184998,0.9089369773864746
3,left_pinky,0.5698528289794922,1.0121510028839111,-0.5909993052482605,0.7579801082611084
3,right_pinky,0.5122640132904053,1.0070806741714478,-0.6181721687316895,0.7469325065612793
3,left_index,0.5474501252174377,0.9816311001777649,-0.6164882183074951,0.7794166803359985
3,right_index,0.5292059183120728,0.9723491668701172,-0.6529718637466431,0.7842650413513184
3,left_thumb,0.5505343675613403,0.9611015915870667,-0.5037974119186401,0.7821393013000488
3,right_thumb,0.5198924541473389,0.9541805386543274,-0.5437661409378052,0.7879493236541748
3,left_hip,0.6111882925033569,1.0122566223144531,-0.01960184797644615,0.9095040559768677
3,right_hip,0.44620639085769653,1.0176373720169067,0.020914116874337196,0.9032659530639648
3,left_knee,0.607611894607544,1.4318684339523315,-0.00820592138916254,0.17432349920272827
3,right_knee,0.4272805154323578,1.4362523555755615,0.10818977653980255,0.06164507567882538
3,left_ankle,0.6066387891769409,1.7739495038986206,0.4519236981868744,0.012556741014122963
