frame,type,landmark_index,x,y,z,visibility
0,pose,0,0.5228138566017151,0.2703828811645508,-0.9012582898139954,0.9997053742408752
0,pose,1,0.5403822660446167,0.23086243867874146,-0.8530569076538086,0.9993876218795776
0,pose,2,0.5504974126815796,0.22936493158340454,-0.8532355427742004,0.9993170499801636
0,pose,3,0.5588582754135132,0.2279379963874817,-0.8530613780021667,0.9992141723632812
0,pose,4,0.5033746361732483,0.23641830682754517,-0.8599635362625122,0.9995298385620117
0,pose,5,0.49102288484573364,0.23739522695541382,-0.8601705431938171,0.9995614886283875
0,pose,6,0.48028406500816345,0.23939214646816254,-0.8607180714607239,0.9996007084846497
0,pose,7,0.5747528672218323,0.24372421205043793,-0.5308244228363037,0.9990541338920593
0,pose,8,0.4686428904533386,0.2605191469192505,-0.5524005889892578,0.9996472597122192
0,pose,9,0.5481963157653809,0.30958735942840576,-0.7781394124031067,0.999895453453064
0,pose,10,0.5020858645439148,0.3127465844154358,-0.7845798134803772,0.9999390840530396
0,pose,11,0.6640691757202148,0.49889495968818665,-0.3014834523200989,0.9996697902679443
0,pose,12,0.3858344554901123,0.49055808782577515,-0.3653865456581116,0.9996356964111328
0,pose,13,0.7135348320007324,0.7857415676116943,-0.2515829801559448,0.9831855297088623
0,pose,14,0.34028470516204834,0.7848159074783325,-0.37622007727622986,0.9964806437492371
0,pose,15,0.5930695533752441,0.9586869478225708,-0.5927191972732544,0.8841142058372498
0,pose,16,0.46298670768737793,0.95208340883255,-0.7014678716659546,0.9201931953430176
0,pose,17,0.566361665725708,1.0127723217010498,-0.7017201781272888,0.7175966501235962
0,pose,18,0.5136323571205139,1.0076534748077393,-0.7989099025726318,0.7397976517677307
0,pose,19,0.5433870553970337,0.981174111366272,-0.7314189672470093,0.7429234385490417
0,pose,20,0.5301412343978882,0.9727198481559753,-0.8358567357063293,0.7818583250045776
0,pose,21,0.547221839427948,0.9591073989868164,-0.6109680533409119,0.7496252059936523
0,pose,22,0.519152820110321,0.9551564455032349,-0.7169733643531799,0.7924954295158386
0,pose,23,0.6075778603553772,0.996934711933136,-0.003356024157255888,0.9380152821540833
0,pose,24,0.4411401152610779,0.9976136088371277,0.004713624715805054,0.9334232807159424
0,pose,25,0.6111449003219604,1.3818484544754028,0.09045236557722092,0.20401528477668762
0,pose,26,0.4409209191799164,1.3851932287216187,0.1905023455619812,0.06279689818620682
0,pose,27,0.6081715226173401,1.6872751712799072,0.7777259945869446,0.013301100581884384
0,pose,28,0.4505543112754822,1.6963708400726318,0.7637775540351868,0.009381270036101341
0,pose,29,0.6130982637405396,1.735406756401062,0.828485369682312,0.01815655268728733
0,pose,30,0.45009928941726685,1.749969482421875,0.8112322092056274,0.01988128386437893
0,pose,31,0.5866014361381531,1.8110567331314087,0.47826629877090454,0.012119810096919537
0,pose,32,0.4733268618583679,1.8145090341567993,0.4304392337799072,0.02037290297448635
0,face,0,0.5172032713890076,0.3019883930683136,-0.016298437491059303,0.0
0,face,1,0.5229983329772949,0.26939713954925537,-0.026872316375374794,0.0
0,face,2,0.5229021310806274,0.27778360247612,-0.014885663986206055,0.0
0,face,3,0.5159333348274231,0.24538767337799072,-0.018987860530614853,0.0
0,face,4,0.5223885774612427,0.2615915834903717,-0.02821996994316578,0.0
0,face,5,0.5212821960449219,0.2517080008983612,-0.02562255784869194,0.0
0,face,6,0.518267810344696,0.22766810655593872,-0.010569795034825802,0.0
0,face,7,0.4799340069293976,0.22938336431980133,0.007687011267989874,0.0
0,face,8,0.5164081454277039,0.21177953481674194,-0.006134164519608021,0.0
0,face,9,0.5154910683631897,0.20179805159568787,-0.006279524881392717,0.0
0,face,10,0.5113149881362915,0.1595126986503601,0.003280961886048317,0.0
0,face,11,0.5172884464263916,0.3044068217277527,-0.01574445329606533,0.0
0,face,12,0.517611026763916,0.30640459060668945,-0.014075832441449165,0.0
0,face,13,0.5181699991226196,0.3076087236404419,-0.011524000205099583,0.0
0,face,14,0.5181929469108582,0.30747514963150024,-0.013075204566121101,0.0
0,face,15,0.5178971290588379,0.3091921806335449,-0.013854472897946835,0.0
0,face,16,0.5177974104881287,0.3113919794559479,-0.015419275499880314,0.0
0,face,17,0.5181176066398621,0.31411013007164,-0.01548265665769577,0.0
0,face,18,0.5266405344009399,0.3250088691711426,-0.011708954349160194,0.0
0,face,19,0.5231143236160278,0.27365610003471375,-0.024484921246767044,0.0
0,face,20,0.5177468061447144,0.27468347549438477,-0.01787818782031536,0.0
0,face,21,0.4533623158931732,0.20469434559345245,0.03281354531645775,0.0
0,face,22,0.49517375230789185,0.23328262567520142,0.003116043983027339,0.0
0,face,23,0.49023759365081787,0.2349121868610382,0.0030790260061621666,0.0
0,face,24,0.48506203293800354,0.2358979731798172,0.004154415801167488,0.0
0,face,25,0.47749507427215576,0.23285794258117676,0.007961229421198368,0.0
0,face,26,0.49913108348846436,0.23087942600250244,0.003960730507969856,0.0
0,face,27,0.48599833250045776,0.2175264060497284,0.0015599209582433105,0.0
0,face,28,0.4916552007198334,0.2172556221485138,0.002191551262512803,0.0
0,face,29,0.4808792173862457,0.21925999224185944,0.0026757442392408848,0.0
0,face,30,0.4776045083999634,0.22206835448741913,0.00449772272258997,0.0
0,face,31,0.47295093536376953,0.23962193727493286,0.009828857146203518,0.0
0,face,32,0.5079313516616821,0.3439961075782776,-0.0075187766924500465,0.0
0,face,33,0.4776040315628052,0.22803910076618195,0.009137500077486038,0.0
0,face,34,0.45371297001838684,0.2401788830757141,0.031880009919404984,0.0
0,face,35,0.4655359089374542,0.23666812479496002,0.014874999411404133,0.0
0,face,36,0.4948977828025818,0.2689054012298584,-0.0041059390641748905,0.0
0,face,37,0.5125014781951904,0.301496684551239,-0.01599084958434105,0.0
0,face,38,0.5137497186660767,0.30683526396751404,-0.013715704903006554,0.0
0,face,39,0.5086744427680969,0.3042694330215454,-0.013683127239346504,0.0
0,face,40,0.5063371062278748,0.30733805894851685,-0.010844104923307896,0.0
0,face,41,0.5107407569885254,0.30775436758995056,-0.012266279198229313,0.0
0,face,42,0.5083222389221191,0.30900508165359497,-0.009567887522280216,0.0
0,face,43,0.5018251538276672,0.31960737705230713,-0.005638937000185251,0.0
0,face,44,0.5186389684677124,0.27000632882118225,-0.026612186804413795,0.0
0,face,45,0.5173644423484802,0.2626813054084778,-0.02783684805035591,0.0
0,face,46,0.46937912702560425,0.2197270393371582,0.005473737139254808,0.0
0,face,47,0.5036701560020447,0.24735702574253082,-0.0031107424292713404,0.0
0,face,48,0.5054967999458313,0.27077051997184753,-0.014452366158366203,0.0
0,face,49,0.5045626759529114,0.26683667302131653,-0.012683499604463577,0.0
0,face,50,0.47839123010635376,0.2711518704891205,0.0010428371606394649,0.0
0,face,51,0.5165783762931824,0.25336748361587524,-0.024346787482500076,0.0
0,face,52,0.4826415777206421,0.21145573258399963,-0.0022643618285655975,0.0
0,face,53,0.4748631715774536,0.21442672610282898,0.0010437433375045657,0.0
0,face,54,0.45909979939460754,0.189851775765419,0.024093324318528175,0.0
0,face,55,0.506469190120697,0.21487295627593994,-0.00517348712310195,0.0
0,face,56,0.49676939845085144,0.21867996454238892,0.004033613950014114,0.0
0,face,57,0.49704691767692566,0.31390151381492615,-0.0036355340853333473,0.0
0,face,58,0.46476590633392334,0.3175409436225891,0.03900037333369255,0.0
0,face,59,0.5098462700843811,0.27452245354652405,-0.012482036836445332,0.0
0,face,60,0.514178454875946,0.2761078476905823,-0.013278174214065075,0.0
0,face,61,0.5041741728782654,0.31223687529563904,-0.004108759108930826,0.0
0,face,62,0.5053411722183228,0.31159865856170654,-0.005422548390924931,0.0
0,face,63,0.47133317589759827,0.2104385942220688,0.003967489581555128,0.0
0,face,64,0.5053931474685669,0.27446871995925903,-0.011889222078025341,0.0
0,face,65,0.49314966797828674,0.21139128506183624,-0.00420112069696188,0.0
0,face,66,0.4916279911994934,0.2056553065776825,-0.0047096204943954945,0.0
0,face,67,0.4813319146633148,0.1681176722049713,0.007360902614891529,0.0
0,face,68,0.465317964553833,0.19878838956356049,0.012585966847836971,0.0
0,face,69,0.48699575662612915,0.18418890237808228,0.0010070655262097716,0.0
0,face,70,0.4654478132724762,0.2171197086572647,0.010096153244376183,0.0
0,face,71,0.45915108919143677,0.21056486666202545,0.02085144817829132,0.0
0,face,72,0.5129597187042236,0.3046742081642151,-0.015497559681534767,0.0
0,face,73,0.5096652507781982,0.3063047528266907,-0.013286854140460491,0.0
0,face,74,0.5073028802871704,0.30828386545181274,-0.010684524662792683,0.0
0,face,75,0.5111535787582397,0.2758294343948364,-0.011607401072978973,0.0
0,face,76,0.5047445297241211,0.3119291067123413,-0.004801508504897356,0.0
